"ID","Sex","Age","CausesOfDeath","Year","Deaths"
2719025,"Female","60-64","MusculSystem",2019,15
2719026,"Female","60-64","MusculSystem",2020,15
2719027,"Female","60-64","MusculSystem",2021,20
2721082,"Female","60-64","GenitourinarySystem",1996,29
2721083,"Female","60-64","GenitourinarySystem",1997,22
2721084,"Female","60-64","GenitourinarySystem",1998,22
2721085,"Female","60-64","GenitourinarySystem",1999,22
2721086,"Female","60-64","GenitourinarySystem",2000,29
2721087,"Female","60-64","GenitourinarySystem",2001,21
2721088,"Female","60-64","GenitourinarySystem",2002,27
2721089,"Female","60-64","GenitourinarySystem",2003,26
2721090,"Female","60-64","GenitourinarySystem",2004,25
2721091,"Female","60-64","GenitourinarySystem",2005,16
2721092,"Female","60-64","GenitourinarySystem",2006,28
2721093,"Female","60-64","GenitourinarySystem",2007,24
2721094,"Female","60-64","GenitourinarySystem",2008,26
2721095,"Female","60-64","GenitourinarySystem",2009,27
2721096,"Female","60-64","GenitourinarySystem",2010,25
2721097,"Female","60-64","GenitourinarySystem",2011,27
2721098,"Female","60-64","GenitourinarySystem",2012,38
2721099,"Female","60-64","GenitourinarySystem",2013,20
2721100,"Female","60-64","GenitourinarySystem",2014,32
2721101,"Female","60-64","GenitourinarySystem",2015,22
2721102,"Female","60-64","GenitourinarySystem",2016,26
2721103,"Female","60-64","GenitourinarySystem",2017,30
2721104,"Female","60-64","GenitourinarySystem",2018,30
2721105,"Female","60-64","GenitourinarySystem",2019,27
2721106,"Female","60-64","GenitourinarySystem",2020,39
2721107,"Female","60-64","GenitourinarySystem",2021,32
2723240,"Female","60-64","Pregnancy+Childbirth",1996,0
2723241,"Female","60-64","Pregnancy+Childbirth",1997,0
2723242,"Female","60-64","Pregnancy+Childbirth",1998,0
2723243,"Female","60-64","Pregnancy+Childbirth",1999,0
2723244,"Female","60-64","Pregnancy+Childbirth",2000,0
2723245,"Female","60-64","Pregnancy+Childbirth",2001,0
2723246,"Female","60-64","Pregnancy+Childbirth",2002,0
2723247,"Female","60-64","Pregnancy+Childbirth",2003,0
2723248,"Female","60-64","Pregnancy+Childbirth",2004,0
2723249,"Female","60-64","Pregnancy+Childbirth",2005,0
2723250,"Female","60-64","Pregnancy+Childbirth",2006,0
2723251,"Female","60-64","Pregnancy+Childbirth",2007,0
2723252,"Female","60-64","Pregnancy+Childbirth",2008,0
2723253,"Female","60-64","Pregnancy+Childbirth",2009,0
2723254,"Female","60-64","Pregnancy+Childbirth",2010,0
2723255,"Female","60-64","Pregnancy+Childbirth",2011,0
2723256,"Female","60-64","Pregnancy+Childbirth",2012,0
2723257,"Female","60-64","Pregnancy+Childbirth",2013,0
2723258,"Female","60-64","Pregnancy+Childbirth",2014,0
2723259,"Female","60-64","Pregnancy+Childbirth",2015,0
2723260,"Female","60-64","Pregnancy+Childbirth",2016,0
2723261,"Female","60-64","Pregnancy+Childbirth",2017,0
2723262,"Female","60-64","Pregnancy+Childbirth",2018,0
2723263,"Female","60-64","Pregnancy+Childbirth",2019,0
2723264,"Female","60-64","Pregnancy+Childbirth",2020,0
2723265,"Female","60-64","Pregnancy+Childbirth",2021,0
2725242,"Female","60-64","Perinatal",1996,0
2725243,"Female","60-64","Perinatal",1997,0
2725244,"Female","60-64","Perinatal",1998,0
2725245,"Female","60-64","Perinatal",1999,0
2725246,"Female","60-64","Perinatal",2000,0
2725247,"Female","60-64","Perinatal",2001,0
2725248,"Female","60-64","Perinatal",2002,0
2725249,"Female","60-64","Perinatal",2003,0
2725250,"Female","60-64","Perinatal",2004,0
2725251,"Female","60-64","Perinatal",2005,0
2725252,"Female","60-64","Perinatal",2006,0
2725253,"Female","60-64","Perinatal",2007,0
2725254,"Female","60-64","Perinatal",2008,0
2725255,"Female","60-64","Perinatal",2009,0
2725256,"Female","60-64","Perinatal",2010,0
2725257,"Female","60-64","Perinatal",2011,0
2725258,"Female","60-64","Perinatal",2012,0
2725259,"Female","60-64","Perinatal",2013,0
2725260,"Female","60-64","Perinatal",2014,0
2725261,"Female","60-64","Perinatal",2015,0
2725262,"Female","60-64","Perinatal",2016,0
2725263,"Female","60-64","Perinatal",2017,0
2725264,"Female","60-64","Perinatal",2018,0
2725265,"Female","60-64","Perinatal",2019,0
2725266,"Female","60-64","Perinatal",2020,0
2725267,"Female","60-64","Perinatal",2021,0
2726802,"Female","60-64","CongenitalMalform",1996,12
2726803,"Female","60-64","CongenitalMalform",1997,12
2726804,"Female","60-64","CongenitalMalform",1998,12
2726805,"Female","60-64","CongenitalMalform",1999,18
2726806,"Female","60-64","CongenitalMalform",2000,9
2726807,"Female","60-64","CongenitalMalform",2001,15
2726808,"Female","60-64","CongenitalMalform",2002,12
2726809,"Female","60-64","CongenitalMalform",2003,10
2726810,"Female","60-64","CongenitalMalform",2004,16
2726811,"Female","60-64","CongenitalMalform",2005,11
2726812,"Female","60-64","CongenitalMalform",2006,17
2726813,"Female","60-64","CongenitalMalform",2007,17
2726814,"Female","60-64","CongenitalMalform",2008,17
2726815,"Female","60-64","CongenitalMalform",2009,23
2726816,"Female","60-64","CongenitalMalform",2010,26
2726817,"Female","60-64","CongenitalMalform",2011,29
2726818,"Female","60-64","CongenitalMalform",2012,29
2726819,"Female","60-64","CongenitalMalform",2013,26
2726820,"Female","60-64","CongenitalMalform",2014,25
2726821,"Female","60-64","CongenitalMalform",2015,37
2726822,"Female","60-64","CongenitalMalform",2016,26
2726823,"Female","60-64","CongenitalMalform",2017,40
2726824,"Female","60-64","CongenitalMalform",2018,48
2726825,"Female","60-64","CongenitalMalform",2019,32
2726826,"Female","60-64","CongenitalMalform",2020,24
2726827,"Female","60-64","CongenitalMalform",2021,26
2729090,"Female","60-64","UnclassifiedAbnorm",1996,89
2729091,"Female","60-64","UnclassifiedAbnorm",1997,94
2729092,"Female","60-64","UnclassifiedAbnorm",1998,124
2729093,"Female","60-64","UnclassifiedAbnorm",1999,121
2729094,"Female","60-64","UnclassifiedAbnorm",2000,108
2729095,"Female","60-64","UnclassifiedAbnorm",2001,170
2729096,"Female","60-64","UnclassifiedAbnorm",2002,148
2729097,"Female","60-64","UnclassifiedAbnorm",2003,127
2729098,"Female","60-64","UnclassifiedAbnorm",2004,102
2729099,"Female","60-64","UnclassifiedAbnorm",2005,88
2729100,"Female","60-64","UnclassifiedAbnorm",2006,107
2729101,"Female","60-64","UnclassifiedAbnorm",2007,94
2729102,"Female","60-64","UnclassifiedAbnorm",2008,114
2729103,"Female","60-64","UnclassifiedAbnorm",2009,104
2729104,"Female","60-64","UnclassifiedAbnorm",2010,95
2729105,"Female","60-64","UnclassifiedAbnorm",2011,83
2729106,"Female","60-64","UnclassifiedAbnorm",2012,94
2729107,"Female","60-64","UnclassifiedAbnorm",2013,107
2729108,"Female","60-64","UnclassifiedAbnorm",2014,111
2729109,"Female","60-64","UnclassifiedAbnorm",2015,92
2729110,"Female","60-64","UnclassifiedAbnorm",2016,105
2729111,"Female","60-64","UnclassifiedAbnorm",2017,115
2729112,"Female","60-64","UnclassifiedAbnorm",2018,111
2729113,"Female","60-64","UnclassifiedAbnorm",2019,124
2729114,"Female","60-64","UnclassifiedAbnorm",2020,136
2729115,"Female","60-64","UnclassifiedAbnorm",2021,203
2731506,"Female","60-64","COVID-19",2020,166
2731507,"Female","60-64","COVID-19",2021,269
2731534,"Female","60-64","ExternalCauses",1996,54
2731535,"Female","60-64","ExternalCauses",1997,66
2731536,"Female","60-64","ExternalCauses",1998,68
2731537,"Female","60-64","ExternalCauses",1999,63
2731538,"Female","60-64","ExternalCauses",2000,87
2731539,"Female","60-64","ExternalCauses",2001,77
2731540,"Female","60-64","ExternalCauses",2002,83
2731541,"Female","60-64","ExternalCauses",2003,76
2731542,"Female","60-64","ExternalCauses",2004,90
2731543,"Female","60-64","ExternalCauses",2005,76
2731544,"Female","60-64","ExternalCauses",2006,87
2731545,"Female","60-64","ExternalCauses",2007,88
2731546,"Female","60-64","ExternalCauses",2008,105
2731547,"Female","60-64","ExternalCauses",2009,83
2731548,"Female","60-64","ExternalCauses",2010,99
2731549,"Female","60-64","ExternalCauses",2011,85
2731550,"Female","60-64","ExternalCauses",2012,105
2731551,"Female","60-64","ExternalCauses",2013,92
2731552,"Female","60-64","ExternalCauses",2014,103
2731553,"Female","60-64","ExternalCauses",2015,119
2731554,"Female","60-64","ExternalCauses",2016,105
2731555,"Female","60-64","ExternalCauses",2017,115
2731556,"Female","60-64","ExternalCauses",2018,123
2731557,"Female","60-64","ExternalCauses",2019,122
2731558,"Female","60-64","ExternalCauses",2020,108
2731559,"Female","60-64","ExternalCauses",2021,114
2741284,"Female","65-69","Infections",1996,37
2741285,"Female","65-69","Infections",1997,32
2741286,"Female","65-69","Infections",1998,42
2741287,"Female","65-69","Infections",1999,48
2741288,"Female","65-69","Infections",2000,39
2741289,"Female","65-69","Infections",2001,57
2741290,"Female","65-69","Infections",2002,43
2741291,"Female","65-69","Infections",2003,55
2741292,"Female","65-69","Infections",2004,60
2741293,"Female","65-69","Infections",2005,53
2741294,"Female","65-69","Infections",2006,40
2741295,"Female","65-69","Infections",2007,44
2741296,"Female","65-69","Infections",2008,48
2741297,"Female","65-69","Infections",2009,53
2741298,"Female","65-69","Infections",2010,63
2741299,"Female","65-69","Infections",2011,57
2741300,"Female","65-69","Infections",2012,58
2741301,"Female","65-69","Infections",2013,81
2741302,"Female","65-69","Infections",2014,78
2741303,"Female","65-69","Infections",2015,99
2741304,"Female","65-69","Infections",2016,80
2741305,"Female","65-69","Infections",2017,71
2741306,"Female","65-69","Infections",2018,68
2741307,"Female","65-69","Infections",2019,78
2741308,"Female","65-69","Infections",2020,47
2741309,"Female","65-69","Infections",2021,78
2745782,"Female","65-69","Neoplasms",1996,1955
2745783,"Female","65-69","Neoplasms",1997,1832
2745784,"Female","65-69","Neoplasms",1998,1830
2745785,"Female","65-69","Neoplasms",1999,1848
2745786,"Female","65-69","Neoplasms",2000,1822
2745787,"Female","65-69","Neoplasms",2001,1836
2745788,"Female","65-69","Neoplasms",2002,1860
2745789,"Female","65-69","Neoplasms",2003,1837
2745790,"Female","65-69","Neoplasms",2004,1868
2745791,"Female","65-69","Neoplasms",2005,1816
2745792,"Female","65-69","Neoplasms",2006,1856
2745793,"Female","65-69","Neoplasms",2007,1847
2745794,"Female","65-69","Neoplasms",2008,2009
2745795,"Female","65-69","Neoplasms",2009,2046
2745796,"Female","65-69","Neoplasms",2010,2149
2745797,"Female","65-69","Neoplasms",2011,2272
2745798,"Female","65-69","Neoplasms",2012,2469
2745799,"Female","65-69","Neoplasms",2013,2568
2745800,"Female","65-69","Neoplasms",2014,2743
2745801,"Female","65-69","Neoplasms",2015,2777
2745802,"Female","65-69","Neoplasms",2016,2842
2745803,"Female","65-69","Neoplasms",2017,2508
2745804,"Female","65-69","Neoplasms",2018,2474
2745805,"Female","65-69","Neoplasms",2019,2490
2745806,"Female","65-69","Neoplasms",2020,2505
2745807,"Female","65-69","Neoplasms",2021,2491
2750280,"Female","65-69","Endocr+Metabol",1996,140
2750281,"Female","65-69","Endocr+Metabol",1997,146
2750282,"Female","65-69","Endocr+Metabol",1998,127
2750283,"Female","65-69","Endocr+Metabol",1999,153
2750284,"Female","65-69","Endocr+Metabol",2000,125
2750285,"Female","65-69","Endocr+Metabol",2001,168
2750286,"Female","65-69","Endocr+Metabol",2002,164
2750287,"Female","65-69","Endocr+Metabol",2003,140
2750288,"Female","65-69","Endocr+Metabol",2004,120
2750289,"Female","65-69","Endocr+Metabol",2005,108
2750290,"Female","65-69","Endocr+Metabol",2006,108
2750291,"Female","65-69","Endocr+Metabol",2007,94
2750292,"Female","65-69","Endocr+Metabol",2008,98
2750293,"Female","65-69","Endocr+Metabol",2009,99
2750294,"Female","65-69","Endocr+Metabol",2010,104
2750295,"Female","65-69","Endocr+Metabol",2011,93
2750296,"Female","65-69","Endocr+Metabol",2012,99
2750297,"Female","65-69","Endocr+Metabol",2013,106
2750298,"Female","65-69","Endocr+Metabol",2014,98
2750299,"Female","65-69","Endocr+Metabol",2015,105
2750300,"Female","65-69","Endocr+Metabol",2016,113
2750301,"Female","65-69","Endocr+Metabol",2017,112
2750302,"Female","65-69","Endocr+Metabol",2018,90
2750303,"Female","65-69","Endocr+Metabol",2019,118
2750304,"Female","65-69","Endocr+Metabol",2020,94
2750305,"Female","65-69","Endocr+Metabol",2021,93
2752204,"Female","65-69","Psychological",1996,41
2752205,"Female","65-69","Psychological",1997,37
2752206,"Female","65-69","Psychological",1998,39
2752207,"Female","65-69","Psychological",1999,31
2752208,"Female","65-69","Psychological",2000,38
2752209,"Female","65-69","Psychological",2001,56
2752210,"Female","65-69","Psychological",2002,39
2752211,"Female","65-69","Psychological",2003,47
2752212,"Female","65-69","Psychological",2004,62
2752213,"Female","65-69","Psychological",2005,45
2752214,"Female","65-69","Psychological",2006,44
2752215,"Female","65-69","Psychological",2007,41
2752216,"Female","65-69","Psychological",2008,49
2752217,"Female","65-69","Psychological",2009,49
2752218,"Female","65-69","Psychological",2010,61
2752219,"Female","65-69","Psychological",2011,51
2752220,"Female","65-69","Psychological",2012,70
2752221,"Female","65-69","Psychological",2013,97
2752222,"Female","65-69","Psychological",2014,72
2752223,"Female","65-69","Psychological",2015,89
2752224,"Female","65-69","Psychological",2016,112
2752225,"Female","65-69","Psychological",2017,110
2752226,"Female","65-69","Psychological",2018,118
2752227,"Female","65-69","Psychological",2019,114
2752228,"Female","65-69","Psychological",2020,104
2752229,"Female","65-69","Psychological",2021,80
2754258,"Female","65-69","NervousSystem",1996,107
2754259,"Female","65-69","NervousSystem",1997,88
2754260,"Female","65-69","NervousSystem",1998,100
2754261,"Female","65-69","NervousSystem",1999,92
2754262,"Female","65-69","NervousSystem",2000,86
2754263,"Female","65-69","NervousSystem",2001,87
2754264,"Female","65-69","NervousSystem",2002,96
2754265,"Female","65-69","NervousSystem",2003,92
2754266,"Female","65-69","NervousSystem",2004,93
2754267,"Female","65-69","NervousSystem",2005,83
2754268,"Female","65-69","NervousSystem",2006,106
2754269,"Female","65-69","NervousSystem",2007,90
2754270,"Female","65-69","NervousSystem",2008,105
2754271,"Female","65-69","NervousSystem",2009,103
2754272,"Female","65-69","NervousSystem",2010,111
2754273,"Female","65-69","NervousSystem",2011,122
2754274,"Female","65-69","NervousSystem",2012,143
2754275,"Female","65-69","NervousSystem",2013,152
2754276,"Female","65-69","NervousSystem",2014,172
2754277,"Female","65-69","NervousSystem",2015,192
2754278,"Female","65-69","NervousSystem",2016,214
2754279,"Female","65-69","NervousSystem",2017,220
2754280,"Female","65-69","NervousSystem",2018,200
2754281,"Female","65-69","NervousSystem",2019,205
2754282,"Female","65-69","NervousSystem",2020,211
2754283,"Female","65-69","NervousSystem",2021,215
2756052,"Female","65-69","Eye+Adnexa",1996,0
2756053,"Female","65-69","Eye+Adnexa",1997,0
2756054,"Female","65-69","Eye+Adnexa",1998,0
2756055,"Female","65-69","Eye+Adnexa",1999,0
2756056,"Female","65-69","Eye+Adnexa",2000,0
2756057,"Female","65-69","Eye+Adnexa",2001,0
2756058,"Female","65-69","Eye+Adnexa",2002,0
2756059,"Female","65-69","Eye+Adnexa",2003,0
2756060,"Female","65-69","Eye+Adnexa",2004,0
2756061,"Female","65-69","Eye+Adnexa",2005,0
2756062,"Female","65-69","Eye+Adnexa",2006,0
2756063,"Female","65-69","Eye+Adnexa",2007,0
2756064,"Female","65-69","Eye+Adnexa",2008,1
2756065,"Female","65-69","Eye+Adnexa",2009,0
2756066,"Female","65-69","Eye+Adnexa",2010,0
2756067,"Female","65-69","Eye+Adnexa",2011,0
2756068,"Female","65-69","Eye+Adnexa",2012,1
2756069,"Female","65-69","Eye+Adnexa",2013,0
2756070,"Female","65-69","Eye+Adnexa",2014,0
2756071,"Female","65-69","Eye+Adnexa",2015,0
2756072,"Female","65-69","Eye+Adnexa",2016,0
2756073,"Female","65-69","Eye+Adnexa",2017,0
2756074,"Female","65-69","Eye+Adnexa",2018,0
2756075,"Female","65-69","Eye+Adnexa",2019,0
2756076,"Female","65-69","Eye+Adnexa",2020,0
2756077,"Female","65-69","Eye+Adnexa",2021,0
2757950,"Female","65-69","CirculatorySystem",1996,1356
2757951,"Female","65-69","CirculatorySystem",1997,1308
2757952,"Female","65-69","CirculatorySystem",1998,1278
2757953,"Female","65-69","CirculatorySystem",1999,1224
2757954,"Female","65-69","CirculatorySystem",2000,1160
2757955,"Female","65-69","CirculatorySystem",2001,1053
2757956,"Female","65-69","CirculatorySystem",2002,1025
2757957,"Female","65-69","CirculatorySystem",2003,916
2757958,"Female","65-69","CirculatorySystem",2004,846
2757959,"Female","65-69","CirculatorySystem",2005,814
2757960,"Female","65-69","CirculatorySystem",2006,760
2757961,"Female","65-69","CirculatorySystem",2007,826
2757962,"Female","65-69","CirculatorySystem",2008,715
2757963,"Female","65-69","CirculatorySystem",2009,645
2757964,"Female","65-69","CirculatorySystem",2010,691
2757965,"Female","65-69","CirculatorySystem",2011,728
2757966,"Female","65-69","CirculatorySystem",2012,740
2757967,"Female","65-69","CirculatorySystem",2013,782
2757968,"Female","65-69","CirculatorySystem",2014,768
2757969,"Female","65-69","CirculatorySystem",2015,762
2757970,"Female","65-69","CirculatorySystem",2016,740
2757971,"Female","65-69","CirculatorySystem",2017,695
2757972,"Female","65-69","CirculatorySystem",2018,683
2757973,"Female","65-69","CirculatorySystem",2019,698
2757974,"Female","65-69","CirculatorySystem",2020,661
2757975,"Female","65-69","CirculatorySystem",2021,708
2761668,"Female","65-69","DigestiveSystem",1996,155
2761669,"Female","65-69","DigestiveSystem",1997,138
2761670,"Female","65-69","DigestiveSystem",1998,140
2761671,"Female","65-69","DigestiveSystem",1999,122
2761672,"Female","65-69","DigestiveSystem",2000,135
2761673,"Female","65-69","DigestiveSystem",2001,119
2761674,"Female","65-69","DigestiveSystem",2002,109
2761675,"Female","65-69","DigestiveSystem",2003,163
2761676,"Female","65-69","DigestiveSystem",2004,128
2761677,"Female","65-69","DigestiveSystem",2005,123
2761678,"Female","65-69","DigestiveSystem",2006,143
2761679,"Female","65-69","DigestiveSystem",2007,131
2761680,"Female","65-69","DigestiveSystem",2008,126
2761681,"Female","65-69","DigestiveSystem",2009,113
2761682,"Female","65-69","DigestiveSystem",2010,124
2761683,"Female","65-69","DigestiveSystem",2011,140
2761684,"Female","65-69","DigestiveSystem",2012,149
2761685,"Female","65-69","DigestiveSystem",2013,173
2761686,"Female","65-69","DigestiveSystem",2014,156
2761687,"Female","65-69","DigestiveSystem",2015,183
2761688,"Female","65-69","DigestiveSystem",2016,143
2761689,"Female","65-69","DigestiveSystem",2017,135
2761690,"Female","65-69","DigestiveSystem",2018,155
2761691,"Female","65-69","DigestiveSystem",2019,136
2761692,"Female","65-69","DigestiveSystem",2020,145
2761693,"Female","65-69","DigestiveSystem",2021,162
2763566,"Female","65-69","SkinDeseases",1996,10
2763567,"Female","65-69","SkinDeseases",1997,10
2763568,"Female","65-69","SkinDeseases",1998,6
2763569,"Female","65-69","SkinDeseases",1999,12
2763570,"Female","65-69","SkinDeseases",2000,10
2763571,"Female","65-69","SkinDeseases",2001,4
2763572,"Female","65-69","SkinDeseases",2002,6
2763573,"Female","65-69","SkinDeseases",2003,6
2763574,"Female","65-69","SkinDeseases",2004,10
2763575,"Female","65-69","SkinDeseases",2005,6
2763576,"Female","65-69","SkinDeseases",2006,7
2763577,"Female","65-69","SkinDeseases",2007,10
2763578,"Female","65-69","SkinDeseases",2008,5
2763579,"Female","65-69","SkinDeseases",2009,4
2763580,"Female","65-69","SkinDeseases",2010,7
2763581,"Female","65-69","SkinDeseases",2011,4
2763582,"Female","65-69","SkinDeseases",2012,10
2763583,"Female","65-69","SkinDeseases",2013,5
2763584,"Female","65-69","SkinDeseases",2014,4
2763585,"Female","65-69","SkinDeseases",2015,3
2763586,"Female","65-69","SkinDeseases",2016,5
2763587,"Female","65-69","SkinDeseases",2017,6
2763588,"Female","65-69","SkinDeseases",2018,5
2763589,"Female","65-69","SkinDeseases",2019,10
2763590,"Female","65-69","SkinDeseases",2020,8
2763591,"Female","65-69","SkinDeseases",2021,3
2765464,"Female","65-69","MusculSystem",1996,29
2765465,"Female","65-69","MusculSystem",1997,26
2765466,"Female","65-69","MusculSystem",1998,29
2765467,"Female","65-69","MusculSystem",1999,30
2765468,"Female","65-69","MusculSystem",2000,35
2765469,"Female","65-69","MusculSystem",2001,31
2765470,"Female","65-69","MusculSystem",2002,28
2765471,"Female","65-69","MusculSystem",2003,30
2765472,"Female","65-69","MusculSystem",2004,24
2765473,"Female","65-69","MusculSystem",2005,21
2765474,"Female","65-69","MusculSystem",2006,36
2765475,"Female","65-69","MusculSystem",2007,21
2765476,"Female","65-69","MusculSystem",2008,28
2765477,"Female","65-69","MusculSystem",2009,22
2765478,"Female","65-69","MusculSystem",2010,29
2765479,"Female","65-69","MusculSystem",2011,30
2765480,"Female","65-69","MusculSystem",2012,26
2765481,"Female","65-69","MusculSystem",2013,38
2765482,"Female","65-69","MusculSystem",2014,34
2765483,"Female","65-69","MusculSystem",2015,31
2765484,"Female","65-69","MusculSystem",2016,43
2765485,"Female","65-69","MusculSystem",2017,39
2765486,"Female","65-69","MusculSystem",2018,27
2765487,"Female","65-69","MusculSystem",2019,37
2765488,"Female","65-69","MusculSystem",2020,31
2765489,"Female","65-69","MusculSystem",2021,35
2767544,"Female","65-69","GenitourinarySystem",1996,48
2767545,"Female","65-69","GenitourinarySystem",1997,43
2767546,"Female","65-69","GenitourinarySystem",1998,32
2767547,"Female","65-69","GenitourinarySystem",1999,43
2767548,"Female","65-69","GenitourinarySystem",2000,59
2767549,"Female","65-69","GenitourinarySystem",2001,49
2767550,"Female","65-69","GenitourinarySystem",2002,39
2767551,"Female","65-69","GenitourinarySystem",2003,36
2767552,"Female","65-69","GenitourinarySystem",2004,58
2767553,"Female","65-69","GenitourinarySystem",2005,37
2767554,"Female","65-69","GenitourinarySystem",2006,43
2767555,"Female","65-69","GenitourinarySystem",2007,55
2767556,"Female","65-69","GenitourinarySystem",2008,47
2767557,"Female","65-69","GenitourinarySystem",2009,44
2767558,"Female","65-69","GenitourinarySystem",2010,48
2767559,"Female","65-69","GenitourinarySystem",2011,46
2767560,"Female","65-69","GenitourinarySystem",2012,45
2767561,"Female","65-69","GenitourinarySystem",2013,38
2767562,"Female","65-69","GenitourinarySystem",2014,48
2767563,"Female","65-69","GenitourinarySystem",2015,56
2767564,"Female","65-69","GenitourinarySystem",2016,43
2767565,"Female","65-69","GenitourinarySystem",2017,54
2767566,"Female","65-69","GenitourinarySystem",2018,48
2767567,"Female","65-69","GenitourinarySystem",2019,51
2767568,"Female","65-69","GenitourinarySystem",2020,54
2767569,"Female","65-69","GenitourinarySystem",2021,60
2769702,"Female","65-69","Pregnancy+Childbirth",1996,0
2769703,"Female","65-69","Pregnancy+Childbirth",1997,0
2769704,"Female","65-69","Pregnancy+Childbirth",1998,0
2769705,"Female","65-69","Pregnancy+Childbirth",1999,0
2769706,"Female","65-69","Pregnancy+Childbirth",2000,0
2769707,"Female","65-69","Pregnancy+Childbirth",2001,0
2769708,"Female","65-69","Pregnancy+Childbirth",2002,0
2769709,"Female","65-69","Pregnancy+Childbirth",2003,0
2769710,"Female","65-69","Pregnancy+Childbirth",2004,0
2769711,"Female","65-69","Pregnancy+Childbirth",2005,0
2769712,"Female","65-69","Pregnancy+Childbirth",2006,0
2769713,"Female","65-69","Pregnancy+Childbirth",2007,0
2769714,"Female","65-69","Pregnancy+Childbirth",2008,0
2769715,"Female","65-69","Pregnancy+Childbirth",2009,0
2769716,"Female","65-69","Pregnancy+Childbirth",2010,0
2769717,"Female","65-69","Pregnancy+Childbirth",2011,0
2769718,"Female","65-69","Pregnancy+Childbirth",2012,0
2769719,"Female","65-69","Pregnancy+Childbirth",2013,0
2769720,"Female","65-69","Pregnancy+Childbirth",2014,0
2769721,"Female","65-69","Pregnancy+Childbirth",2015,0
2769722,"Female","65-69","Pregnancy+Childbirth",2016,0
2769723,"Female","65-69","Pregnancy+Childbirth",2017,0
2769724,"Female","65-69","Pregnancy+Childbirth",2018,0
2769725,"Female","65-69","Pregnancy+Childbirth",2019,0
2769726,"Female","65-69","Pregnancy+Childbirth",2020,0
2769727,"Female","65-69","Pregnancy+Childbirth",2021,0
2771704,"Female","65-69","Perinatal",1996,0
2771705,"Female","65-69","Perinatal",1997,0
2771706,"Female","65-69","Perinatal",1998,0
2771707,"Female","65-69","Perinatal",1999,0
2771708,"Female","65-69","Perinatal",2000,0
2771709,"Female","65-69","Perinatal",2001,0
2771710,"Female","65-69","Perinatal",2002,0
2771711,"Female","65-69","Perinatal",2003,0
2771712,"Female","65-69","Perinatal",2004,0
2771713,"Female","65-69","Perinatal",2005,0
2771714,"Female","65-69","Perinatal",2006,1
2771715,"Female","65-69","Perinatal",2007,0
2771716,"Female","65-69","Perinatal",2008,0
2771717,"Female","65-69","Perinatal",2009,0
2771718,"Female","65-69","Perinatal",2010,0
2771719,"Female","65-69","Perinatal",2011,0
2771720,"Female","65-69","Perinatal",2012,0
2771721,"Female","65-69","Perinatal",2013,0
2771722,"Female","65-69","Perinatal",2014,0
2771723,"Female","65-69","Perinatal",2015,0
2771724,"Female","65-69","Perinatal",2016,0
2771725,"Female","65-69","Perinatal",2017,0
2771726,"Female","65-69","Perinatal",2018,0
2771727,"Female","65-69","Perinatal",2019,0
2771728,"Female","65-69","Perinatal",2020,0
2771729,"Female","65-69","Perinatal",2021,0
2773264,"Female","65-69","CongenitalMalform",1996,13
2773265,"Female","65-69","CongenitalMalform",1997,3
2773266,"Female","65-69","CongenitalMalform",1998,5
2773267,"Female","65-69","CongenitalMalform",1999,9
2773268,"Female","65-69","CongenitalMalform",2000,8
2773269,"Female","65-69","CongenitalMalform",2001,18
2773270,"Female","65-69","CongenitalMalform",2002,6
2773271,"Female","65-69","CongenitalMalform",2003,7
2773272,"Female","65-69","CongenitalMalform",2004,9
2773273,"Female","65-69","CongenitalMalform",2005,4
2773274,"Female","65-69","CongenitalMalform",2006,10
2773275,"Female","65-69","CongenitalMalform",2007,8
2773276,"Female","65-69","CongenitalMalform",2008,9
2773277,"Female","65-69","CongenitalMalform",2009,11
2773278,"Female","65-69","CongenitalMalform",2010,8
2773279,"Female","65-69","CongenitalMalform",2011,11
2773280,"Female","65-69","CongenitalMalform",2012,11
2773281,"Female","65-69","CongenitalMalform",2013,13
2773282,"Female","65-69","CongenitalMalform",2014,11
2773283,"Female","65-69","CongenitalMalform",2015,22
2773284,"Female","65-69","CongenitalMalform",2016,12
2773285,"Female","65-69","CongenitalMalform",2017,15
2773286,"Female","65-69","CongenitalMalform",2018,20
2773287,"Female","65-69","CongenitalMalform",2019,14
2773288,"Female","65-69","CongenitalMalform",2020,19
2773289,"Female","65-69","CongenitalMalform",2021,14
2775552,"Female","65-69","UnclassifiedAbnorm",1996,161
2775553,"Female","65-69","UnclassifiedAbnorm",1997,153
2775554,"Female","65-69","UnclassifiedAbnorm",1998,152
2775555,"Female","65-69","UnclassifiedAbnorm",1999,150
2775556,"Female","65-69","UnclassifiedAbnorm",2000,167
2775557,"Female","65-69","UnclassifiedAbnorm",2001,171
2775558,"Female","65-69","UnclassifiedAbnorm",2002,160
2775559,"Female","65-69","UnclassifiedAbnorm",2003,156
2775560,"Female","65-69","UnclassifiedAbnorm",2004,132
2775561,"Female","65-69","UnclassifiedAbnorm",2005,115
2775562,"Female","65-69","UnclassifiedAbnorm",2006,115
2775563,"Female","65-69","UnclassifiedAbnorm",2007,124
2775564,"Female","65-69","UnclassifiedAbnorm",2008,94
2775565,"Female","65-69","UnclassifiedAbnorm",2009,131
2775566,"Female","65-69","UnclassifiedAbnorm",2010,116
2775567,"Female","65-69","UnclassifiedAbnorm",2011,111
